X,Y
971,584
971,584
971,584
972,583
972,583
972,583
972,583
972,583
972,583
972,583
973,582
973,582
973,582
973,582
973,582
973,582
974,581
974,581
974,581
975,580
975,580
975,580
975,580
975,580
975,580
976,580
976,580
976,580
976,580
977,579
977,579
977,579
978,579
978,579
978,579
978,579
979,578
979,578
979,578
980,577
980,577
980,577
980,577
981,577
981,577
983,576
983,576
983,576
983,576
984,575
984,575
984,575
985,575
985,575
985,575
985,575
986,574
986,574
986,574
986,574
986,574
986,574
986,574
986,574
986,574
988,573
988,573
988,573
988,573
988,572
988,572
990,571
990,571
990,571
990,571
990,571
990,571
990,571
991,570
991,570
991,570
992,569
992,569
992,569
993,569
993,569
993,569
993,569
993,569
993,569
994,567
994,567
994,567
995,566
995,566
995,566
996,565
996,565
996,565
996,565
997,563
997,563
997,563
997,563
998,563
998,563
998,563
999,562
999,562
999,562
1000,561
1000,561
1000,561
1000,561
1000,561
1000,561
1000,561
1001,560
1001,560
1001,560
1002,559
1002,559
1002,559
1002,559
1003,558
1003,558
1003,558
1003,558
1003,558
1003,558
1004,555
1004,555
1005,555
1005,555
1005,555
1005,555
1006,553
1006,553
1006,553
1006,553
1006,553
1006,553
1007,552
1007,552
1007,552
1008,550
1008,550
1008,550
1008,550
1008,550
1008,550
1008,550
1010,548
1010,548
1010,548
1010,547
1010,547
1010,547
1010,547
1011,545
1011,545
1011,545
1012,544
1012,544
1012,544
1012,542
1012,542
1012,542
1012,542
1014,541
1014,541
1014,541
1014,540
1014,540
1014,540
1015,538
1015,538
1015,538
1016,535
1016,535
1016,535
1017,533
1017,533
1017,533
1018,531
1018,531
1018,531
1020,529
1020,529
1020,529
1020,527
1020,527
1020,527
1021,525
1021,525
1021,525
1021,525
1022,523
1022,523
1022,523
1023,521
1023,521
1023,521
1023,519
1023,519
1023,519
1023,519
1024,517
1024,517
1024,517
1025,515
1025,515
1025,515
1026,513
1026,513
1026,513
1027,511
1027,511
1027,509
1027,509
1027,509
1027,508
1027,508
1027,508
1028,507
1028,507
1028,507
1028,507
1028,504
1028,504
1028,504
1028,503
1028,503
1028,503
1028,503
1028,502
1028,502
1028,502
1028,502
1028,502
1028,500
1028,500
1028,500
1028,500
1028,500
1028,500
1028,498
1028,498
1028,498
1028,497
1028,497
1028,497
1028,497
1028,495
1028,495
1028,495
1028,493
1028,493
1028,493
1028,493
1028,491
1028,491
1028,491
1028,490
1028,490
1028,490
1028,489
1028,489
1028,489
1028,487
1028,487
1028,487
1028,487
1028,485
1028,485
1028,485
1028,484
1028,484
1028,484
1028,482
1028,482
1028,482
1028,481
1028,481
1028,481
1028,481
1028,479
1028,479
1028,477
1028,477
1028,477
1028,476
1028,476
1028,476
1027,475
1027,475
1027,475
1027,475
1027,473
1027,473
1027,473
1027,472
1027,472
1027,472
1027,472
1026,471
1026,471
1026,471
1026,469
1026,469
1026,469
1026,468
1026,468
1026,468
1026,468
1025,466
1025,466
1025,466
1024,464
1024,464
1024,464
1024,462
1024,462
1024,461
1024,461
1024,461
1024,460
1024,460
1024,460
1024,458
1024,458
1024,458
1023,456
1023,456
1023,456
1022,455
1022,455
1022,455
1022,454
1022,454
1022,454
1022,452
1022,452
1021,451
1021,451
1021,451
1020,449
1020,449
1020,449
1020,449
1020,449
1020,447
1020,447
1020,447
1020,447
1020,447
1020,447
1020,445
1020,445
1020,445
1020,444
1020,444
1020,444
1020,443
1020,443
1020,443
1020,441
1020,441
1020,441
1019,440
1019,440
1019,440
1018,439
1018,439
1018,439
1018,437
1018,437
1018,437
1017,436
1017,436
1017,436
1017,434
1017,434
1017,434
1017,432
1017,432
1017,432
1017,430
1017,430
1017,430
1016,429
1016,429
1016,429
1016,427
1016,427
1016,427
1016,425
1016,425
1016,425
1015,423
1015,423
1015,423
1015,421
1015,421
1015,421
1015,421
1015,419
1015,419
1015,419
1015,417
1015,417
1015,417
1014,415
1014,415
1014,415
1014,413
1014,413
1014,413
1014,413
1014,411
1014,411
1014,411
1014,409
1014,409
1014,409
1014,408
1014,408
1014,408
1014,405
1014,405
1014,405
1014,403
1014,403
1014,403
1014,400
1014,400
1014,400
1014,398
1014,398
1014,395
1014,395
1014,395
1014,392
1014,392
1014,392
1014,389
1014,389
1014,389
1014,387
1014,387
1014,387
1014,385
1014,385
1014,385
1014,383
1014,383
1014,383
1014,383
1014,381
1014,381
1014,381
1014,378
1014,378
1014,376
1014,376
1014,376
1014,374
1014,374
1014,371
1014,371
1014,371
1014,369
1014,369
1014,369
1014,367
1014,367
1014,365
1014,365
1014,365
1014,364
1014,364
1014,364
1014,364
1014,362
1014,362
1014,362
1015,360
1015,360
1015,359
1015,359
1015,359
1016,358
1016,358
1016,358
1016,358
1016,356
1016,356
1016,356
1017,356
1017,356
1017,356
1017,354
1017,354
1017,354
1017,354
1017,354
1017,354
1017,354
1017,354
1017,354
1018,352
1018,352
1018,352
1018,352
1018,352
1018,352
1019,350
1019,350
1019,350
1019,350
1019,350
1019,350
1019,350
1019,350
1019,350
1020,348
1020,348
1020,348
1020,348
1020,348
1020,348
1021,346
1021,346
1021,346
1021,346
1021,346
1021,346
1021,346
1022,344
1022,344
1022,344
1022,344
1022,344
1022,344
1022,344
1022,344
1023,342
1023,342
1023,342
1023,342
1023,342
1023,342
1024,340
1024,340
1024,340
1024,340
1024,340
1026,339
1026,339
1026,339
1026,339
1027,336
1027,336
1027,336
1029,335
1029,335
1029,335
1030,334
1030,334
1031,333
1031,333
1031,333
1032,332
1032,332
1032,332
1033,330
1033,330
1033,330
1034,329
1034,329
1034,329
1035,328
1035,328
1035,328
1036,326
1036,326
1037,325
1037,325
1039,323
1039,323
1040,323
1040,323
1040,323
1042,321
1042,321
1043,321
1043,321
1043,321
1044,319
1044,319
1044,319
1045,319
1045,319
1045,319
1046,317
1046,317
1047,317
1047,317
1047,317
1048,315
1048,315
1048,315
1048,315
1048,315
1050,315
1050,315
1050,315
1053,313
1053,313
1053,313
1054,312
1054,312
1055,312
1055,312
1055,312
1057,311
1057,311
1057,311
1058,310
1058,310
1059,310
1059,310
1059,310
1061,309
1061,309
1061,309
1063,308
1063,308
1063,308
1064,308
1064,308
1067,307
1067,307
1067,307
1067,307
1069,306
1069,306
1069,306
1071,305
1071,305
1071,305
1073,304
1073,304
1075,303
1075,303
1075,303
1078,303
1078,303
1079,303
1079,303
1079,303
1080,303
1080,303
1082,302
1082,302
1082,302
1084,302
1084,302
1084,302
1086,301
1086,301
1086,301
1086,301
1088,301
1088,301
1088,301
1090,301
1090,301
1090,301
1093,301
1093,301
1096,301
1096,301
1096,301
1098,301
1098,301
1098,301
1100,301
1100,301
1100,301
1102,301
1102,301
1102,301
1104,301
1104,301
1104,301
1105,301
1105,301
1105,301
1106,301
1106,301
1108,301
1108,301
1108,301
1108,301
1108,301
1110,301
1110,301
1110,301
1110,301
1112,301
1112,301
1112,301
1112,301
1112,301
1112,301
1114,301
1114,301
1114,301
1114,301
1114,301
1114,301
1115,301
1115,301
1115,301
1115,301
1115,301
1115,301
1117,301
1117,301
1117,301
1118,301
1118,301
1118,301
1118,301
1118,301
1120,301
1120,301
1121,301
1121,301
1121,301
1124,301
1124,301
1124,301
1126,301
1126,301
1126,301
1127,302
1127,302
1127,302
1128,302
1128,302
1128,302
1130,303
1130,303
1130,303
1132,304
1132,304
1134,304
1134,304
1134,304
1136,305
1136,305
1136,305
1138,306
1138,306
1138,306
1139,306
1139,306
1139,306
1141,308
1141,308
1141,308
1143,309
1143,309
1143,309
1145,311
1145,311
1145,311
1147,312
1147,312
1147,312
1149,313
1149,313
1149,313
1151,315
1151,315
1152,316
1152,316
1152,316
1154,317
1154,317
1155,319
1155,319
1155,319
1157,320
1157,320
1157,320
1158,320
1158,320
1158,320
1158,320
1158,320
1158,320
1159,321
1159,321
1159,321
1161,322
1161,322
1161,322
1161,322
1161,322
1161,322
1161,322
1161,322
1162,322
1162,322
1163,323
1163,323
1164,323
1164,323
1165,324
1165,324
1165,324
1166,325
1166,325
1166,325
1166,325
1166,325
1167,325
1167,325
1167,325
1169,326
1169,326
1169,326
1169,326
1169,326
1169,326
1170,327
1170,327
1170,327
1171,327
1171,327
1171,327
1171,327
1171,327
1171,327
1171,327
1171,327
1171,327
1172,327
1172,327
1172,327
