X,Y
1106,591
1106,591
1104,591
1104,591
1104,591
1101,591
1101,591
1101,591
1098,590
1098,590
1098,590
1098,590
1094,589
1094,589
1091,589
1091,589
1091,589
1091,589
1087,589
1087,589
1087,589
1083,589
1083,589
1083,589
1078,589
1078,589
1074,589
1074,589
1074,589
1069,589
1069,589
1065,589
1065,589
1059,589
1059,589
1059,589
1054,589
1054,589
1048,589
1048,589
1043,589
1043,589
1043,589
1039,589
1035,589
1035,589
1035,589
1032,589
1032,589
1029,589
1029,589
1029,589
1027,589
1025,589
1025,589
1025,589
1023,589
1023,589
1023,589
1023,589
1022,589
1022,589
1022,589
1022,589
1022,589
1022,589
1022,589
1022,589
1022,589
1022,589
1022,589
1020,589
1020,589
1020,589
1020,589
1020,589
1020,589
1020,589
1020,589
1020,589
1020,589
1020,589
1018,589
1018,589
1018,589
1018,589
1018,589
1018,589
1016,589
1016,589
1016,589
1016,589
1013,589
1013,589
1013,589
1013,589
1011,589
1011,589
1011,589
1011,589
1011,589
1009,588
1009,588
1009,588
1009,588
1007,588
1007,588
1006,587
1006,587
1006,587
1004,587
1004,587
1004,587
1002,587
1002,587
1002,587
999,586
997,585
997,585
994,585
994,585
992,585
992,585
992,585
990,585
990,585
988,585
988,585
988,585
988,585
987,585
987,585
984,585
984,585
983,585
983,585
983,585
982,585
982,585
982,585
982,585
982,585
980,585
980,585
980,585
980,585
980,585
980,585
980,585
978,585
978,585
978,585
978,585
978,585
978,585
978,585
975,585
975,585
975,585
975,585
975,585
975,585
973,585
973,585
973,585
972,585
972,585
972,585
972,585
972,585
972,585
971,585
971,585
971,585
969,585
969,585
969,585
969,585
969,585
969,585
969,585
969,585
969,585
967,585
967,585
967,585
967,585
967,585
967,585
965,585
965,585
965,585
965,585
965,585
965,585
965,585
965,585
965,585
965,585
965,585
965,585
963,585
963,585
963,585
963,585
963,585
963,585
963,585
963,585
963,585
963,585
961,585
961,585
961,585
961,585
961,585
961,585
961,585
961,585
961,585
961,585
959,585
959,585
959,585
958,585
958,585
956,585
956,585
956,585
955,585
955,585
955,585
955,585
955,585
953,585
953,585
953,585
953,585
953,585
953,585
952,585
952,585
952,585
952,585
952,585
952,585
952,585
950,585
950,585
950,585
949,585
949,585
949,585
949,585
949,585
949,585
947,585
947,585
947,585
947,585
947,585
947,585
945,585
945,585
945,585
945,585
945,585
943,585
943,585
943,585
941,585
941,585
941,585
940,585
940,585
939,585
939,585
939,585
939,585
939,585
937,585
937,585
937,585
937,585
937,585
937,585
937,585
934,585
934,585
934,585
933,585
933,585
933,585
931,585
931,585
931,585
931,585
931,585
931,585
930,585
930,585
930,585
928,585
928,585
928,585
928,585
928,585
928,585
928,585
928,585
928,585
928,585
926,585
926,585
926,585
926,585
926,585
926,585
924,585
924,585
924,585
924,585
924,585
924,585
924,585
924,585
924,585
924,585
924,585
924,585
922,585
922,585
922,585
922,585
922,585
922,585
920,585
920,585
920,585
920,585
920,585
920,585
920,585
920,585
918,585
918,585
918,585
918,585
918,585
918,585
916,585
916,585
916,585
914,585
914,585
914,585
913,585
913,585
913,585
912,585
912,585
912,585
912,585
912,585
912,585
911,585
911,585
911,585
911,585
909,585
909,585
909,585
908,585
908,585
908,585
908,585
908,585
906,585
906,585
906,585
905,585
905,585
905,585
903,585
903,585
903,585
903,585
902,585
902,585
902,585
901,585
901,585
901,585
899,585
899,585
899,585
896,585
896,585
896,585
894,585
894,585
891,585
891,585
891,585
888,585
888,585
888,585
888,585
884,585
884,585
884,585
880,585
880,585
880,585
876,585
876,585
876,585
872,585
872,585
872,585
868,585
868,585
868,585
868,585
865,585
865,585
862,585
862,585
862,585
862,585
858,585
858,585
858,585
855,585
855,585
855,585
855,585
853,585
853,585
853,585
851,585
851,585
851,585
849,585
849,585
849,585
847,585
847,585
847,585
846,585
846,585
846,585
844,585
844,585
842,585
842,585
842,585
840,585
840,585
840,585
840,585
837,585
837,585
837,585
835,585
835,585
835,585
833,585
833,585
833,585
832,585
832,585
832,585
831,585
831,585
831,585
830,585
830,585
829,585
829,585
829,585
829,585
827,585
827,585
827,585
827,585
827,585
827,585
827,585
826,585
826,585
825,585
825,585
825,585
825,585
825,585
825,585
825,585
824,585
824,585
824,585
822,585
822,585
821,585
821,585
821,585
819,585
819,585
819,585
819,585
818,585
818,585
818,585
815,585
815,585
815,585
813,586
813,586
813,586
812,586
812,586
812,586
811,586
811,586
811,586
809,586
809,586
809,586
807,586
807,586
807,586
805,586
805,586
805,586
804,586
804,586
803,586
803,586
803,586
803,586
803,586
803,586
800,586
800,586
800,586
800,587
800,587
800,587
799,588
799,588
799,588
799,588
799,588
799,588
799,588
799,588
799,588
799,588
799,588
796,588
796,588
796,588
796,588
796,588
796,588
796,588
796,588
796,588
794,588
794,588
794,588
794,588
794,588
794,588
793,588
793,588
793,588
793,588
793,588
793,588
792,588
792,588
792,588
790,589
790,589
790,589
790,589
790,589
790,589
790,589
790,589
790,589
790,590
790,590
790,590
790,590
790,590
790,590
790,590
790,590
790,590
790,590
789,590
789,590
789,590
789,590
789,590
789,590
789,590
789,590
786,590
786,590
786,590
786,590
786,590
786,590
786,590
786,590
786,590
784,590
784,590
783,591
783,591
783,591
783,591
781,592
781,592
780,592
780,592
780,592
780,593
780,593
780,593
778,594
778,594
778,594
778,594
777,594
777,594
776,594
776,594
776,594
774,595
774,595
774,595
774,595
774,595
774,595
772,595
772,595
772,596
772,596
772,596
772,596
772,596
772,596
771,597
771,597
771,597
771,597
770,597
770,597
770,598
770,598
770,598
770,598
770,598
768,598
768,598
768,598
768,598
767,599
767,599
767,599
767,599
767,599
767,599
766,600
766,600
766,600
766,600
766,600
766,600
765,600
765,600
765,600
765,601
765,601
765,601
763,602
763,602
763,602
763,602
763,602
763,602
761,602
761,602
761,602
761,603
761,603
759,603
759,603
759,603
758,604
758,604
758,604
757,605
757,605
757,605
756,606
756,606
754,607
754,607
754,607
753,608
753,608
753,608
752,608
752,608
752,608
750,609
750,609
750,609
749,610
749,610
748,610
748,610
748,610
747,611
747,611
747,611
746,612
746,612
746,612
744,613
744,613
744,613
743,614
743,614
743,614
742,614
742,614
740,615
740,615
740,615
739,616
739,616
739,616
738,617
738,617
738,617
735,619
735,619
733,620
733,620
733,620
731,622
731,622
729,623
729,623
729,623
726,625
726,625
726,625
724,628
724,628
724,628
722,630
722,630
719,631
719,631
719,631
716,634
716,634
713,637
713,637
713,637
709,639
709,639
709,639
707,641
707,641
707,641
704,644
704,644
704,644
702,645
702,645
700,647
700,647
698,648
698,648
698,648
696,650
696,650
694,651
694,651
694,651
693,652
693,652
693,652
692,653
692,653
692,653
691,654
691,654
691,654
690,654
690,654
690,654
690,655
690,655
689,656
689,656
689,656
688,656
688,656
687,657
687,657
687,657
687,657
687,657
685,658
685,658
685,658
685,659
685,659
684,659
684,659
684,659
684,659
684,659
684,659
683,660
683,660
682,660
682,660
682,660
681,660
681,660
681,661
681,661
681,661
680,661
680,661
680,661
680,661
680,661
678,662
678,662
678,662
677,663
677,663
677,663
675,664
674,665
674,665
674,665
672,666
672,666
671,667
671,667
671,667
670,668
670,668
668,669
668,669
668,669
667,671
667,671
665,671
665,671
665,671
662,673
662,673
661,673
661,673
661,673
658,675
658,675
658,675
655,677
655,677
653,678
653,678
653,678
651,680
651,680
649,681
649,681
649,681
647,683
644,684
644,684
644,684
642,685
642,685
640,686
640,686
640,686
638,687
638,687
638,687
635,689
635,689
635,689
634,689
634,689
633,691
633,691
633,691
631,691
631,691
630,692
630,692
630,692
630,692
628,693
628,693
628,693
628,693
628,693
627,694
627,694
627,694
627,694
627,694
627,694
626,694
626,694
625,695
625,695
625,695
623,695
623,695
622,696
622,696
622,696
621,696
621,696
621,696
620,697
620,697
620,697
617,699
617,699
615,699
615,699
615,699
613,700
613,700
610,701
610,701
610,701
607,702
607,702
607,702
603,703
603,703
601,704
601,704
600,705
600,705
600,705
598,705
598,705
598,705
596,706
596,706
596,706
594,707
594,707
593,707
593,707
591,708
591,708
591,708
589,709
589,709
586,710
586,710
584,711
584,711
584,711
581,711
581,711
579,712
579,712
579,712
576,713
576,713
572,713
572,713
572,713
569,713
569,713
567,714
567,714
567,714
565,715
565,715
563,716
563,716
561,716
561,716
561,716
559,716
559,716
559,716
556,716
556,716
555,716
555,716
555,716
554,717
554,717
554,717
552,717
552,717
551,717
551,717
550,718
550,718
550,718
550,718
550,718
548,718
548,718
548,718
548,718
548,718
546,718
546,718
546,718
546,718
543,718
543,718
543,718
543,719
543,719
542,719
542,719
540,720
540,720
540,720
538,720
538,720
536,720
536,720
536,720
534,721
534,721
532,721
532,721
532,721
529,721
529,721
528,722
528,722
527,722
527,722
527,722
525,723
525,723
524,723
524,723
524,723
523,723
523,723
521,724
521,724
521,724
519,724
519,724
517,724
517,724
515,725
515,725
513,725
513,725
513,725
511,725
511,725
509,726
509,726
509,726
508,726
508,726
507,726
507,726
507,726
504,727
504,727
501,728
501,728
501,728
498,728
498,728
498,728
495,728
495,728
493,729
493,729
489,730
489,730
489,730
487,731
487,731
484,731
484,731
484,731
482,731
482,731
479,731
479,731
479,731
477,732
477,732
477,732
476,732
476,732
476,732
476,732
475,732
475,732
475,732
475,732
473,732
473,732
473,732
473,732
473,732
473,732
473,732
473,732
470,732
470,732
470,732
470,732
470,732
470,732
470,732
470,732
468,732
468,732
468,732
468,732
467,732
466,732
466,732
466,732
464,732
464,732
464,732
464,732
464,732
462,732
462,732
